Area,Rainfall,Temperature,yield,Crops
10723,234.0,27.0,770.0,Coconut
51709,234.0,27.0,395.0,Coconut
146,234.0,27.0,187.0,Coconut
10910,3105.0,27.0,187.0,Coconut
51355,3105.0,27.0,121.0,Coconut
160,3105.0,27.2,103.0,Coconut
10912,236.0,27.2,71.0,Coconut
51353,236.0,27.2,3961.0,Coconut
142,2903.1,27.0,4247.0,Coconut
10505,2903.1,27.0,3290.0,Coconut
51040,2903.1,27.0,3138.0,Coconut
154,2996.6,27.0,3423.0,Coconut
10318,2996.6,27.0,3899.0,Coconut
48083,2996.6,27.0,4015.0,Coconut
143,3522.8,27.2,4279.0,Coconut
9283,3522.8,27.2,4167.0,Coconut
47200,3522.8,27.2,4479.0,Coconut
158,3729.8,27.1,3699.0,Coconut
8982,3729.8,27.1,4904.0,Coconut
46990,3729.8,27.1,2821.0,Coconut
103,2746.2,26.8,3472.0,Coconut
8239,2746.2,26.8,3647.0,Coconut
44563,2746.2,26.8,393.0,Coconut
96,3360.0,37.0,167.0,Coconut
6949,3360.0,37.0,71.0,Coconut
44663,3360.0,37.0,52.0,Coconut
110,3605.4,38.0,12.0,Coconut
6824,3605.4,38.0,51.0,Coconut
43013,3605.4,38.0,61.0,Coconut
95,3512.4,39.0,67.0,Coconut
6441,3512.4,39.0,62.0,Coconut
4012,3512.4,39.0,32.0,Coconut
4877,3296.0,40.0,22.0,Coconut
4930,3296.0,40.0,25.0,Coconut
4954,3296.0,40.0,4.0,Coconut
5019,3550.0,41.0,9.0,Coconut
5127,3550.0,41.0,12.0,Coconut
5174,3550.0,41.0,2089.0,Coconut
5294,3654.0,42.0,2810.0,Coconut
5474,3654.0,42.0,841.0,Coconut
5864,3654.0,42.0,3550.0,Coconut
7028,233.0,43.0,109.0,Coconut
7403,233.0,43.0,3368.0,Coconut
7501,233.0,128.0,3671.0,Cocoa
7714,2903.1,129.0,2404.0,Cocoa
7856,2903.1,130.0,2805.0,Cocoa
32,2903.1,131.0,2331.0,Cocoa
1,2996.6,132.0,2088.0,Cocoa
30,2996.6,133.0,2628.0,Cocoa
6,2996.6,134.0,1939.0,Coffee
15,3522.8,135.0,1871.0,Coffee
4,3522.8,136.0,1868.0,Coffee
39,3522.8,137.0,127919.0,Coffee
6,3729.8,138.0,75340.0,Coffee
12,3729.8,139.0,29170.0,Coffee
3,3729.8,140.0,1901.0,Coffee
17,2746.2,141.0,972.0,Coffee
3,2746.2,142.0,874.0,Coffee
9,2746.2,143.0,592.0,Coffee
21,3360.0,144.0,864.0,Coffee
11,3360.0,27.0,5373.0,Coffee
4,3360.0,27.0,6589.0,Coffee
15,3605.4,27.0,5107.0,Coffee
8,3605.4,27.0,5518.0,Coffee
29,3605.4,27.0,4912.0,Cardamum
1,3512.4,27.0,3830.0,Cardamum
13736,3512.4,27.2,4.0,Cardamum
14003,3512.4,27.2,9.0,Cardamum
14179,3296.0,27.2,12.0,Cardamum
14319,3296.0,27.0,2089.0,Cardamum
14464,3296.0,27.0,2810.0,Cardamum
14876,3550.0,27.0,841.0,Cardamum
14976,3550.0,27.0,3550.0,Cardamum
15009,3550.0,27.0,109.0,Cardamum
15114,3654.0,27.0,3368.0,Cardamum
16224,3654.0,27.2,3671.0,Cardamum
17095,3654.0,27.2,2404.0,Cardamum
17512,233.0,27.2,2805.0,Cardamum
17587,233.0,27.1,2331.0,Cardamum
17771,233.0,27.1,2088.0,Pepper
17825,234.0,27.1,2628.0,Pepper
3147,234.0,26.8,1939.0,Pepper
2578,234.0,26.8,1871.0,Pepper
1591,3105.0,26.8,1868.0,Pepper
1298,3105.0,37.0,127919.0,Pepper
4,3105.0,37.0,75340.0,Pepper
1122,236.0,37.0,29170.0,Pepper
917,236.0,38.0,1901.0,Pepper
819,2903.1,38.0,972.0,Pepper
619,2903.1,38.0,874.0,Pepper
391,2903.1,39.0,592.0,Pepper
211,2996.6,39.0,864.0,Pepper
153,2996.6,39.0,5373.0,Pepper
111,2996.6,40.0,6589.0,Pepper
76,3522.8,40.0,5107.0,Arecanut
53,3522.8,40.0,5518.0,Arecanut
2688,3522.8,41.0,4912.0,Arecanut
2311,3729.8,41.0,3830.0,Arecanut
2188,3729.8,41.0,4.0,Arecanut
1998,3729.8,42.0,9.0,Arecanut
2006,2746.2,42.0,12.0,Arecanut
2034,2746.2,42.0,2089.0,Arecanut
2035,2746.2,43.0,2810.0,Arecanut
2074,3360.0,43.0,841.0,Arecanut
2127,3360.0,27.0,3550.0,Arecanut
2090,3360.0,27.0,109.0,Arecanut
2059,3605.4,27.0,3368.0,Arecanut
2050,3605.4,27.0,3671.0,Arecanut
1865,3605.4,27.0,2404.0,Arecanut
1841,3512.4,27.0,2805.0,Ginger
1799,3512.4,27.2,2331.0,Ginger
1468,3512.4,27.2,2088.0,Ginger
568,3296.0,27.2,2628.0,Ginger
407,3296.0,27.0,1939.0,Ginger
177,3296.0,27.0,1871.0,Ginger
51,3550.0,27.0,1868.0,Ginger
173,3550.0,27.0,127919.0,Ginger
201,3550.0,27.0,75340.0,Ginger
206,3654.0,27.0,29170.0,Ginger
243,3654.0,27.2,1901.0,Ginger
123,3654.0,27.2,972.0,Ginger
82,233.0,27.2,874.0,Ginger
74,233.0,27.1,592.0,Ginger
18,233.0,27.1,864.0,Ginger
37,2903.1,27.1,5373.0,Tea
35,2903.1,26.8,6589.0,Tea
5974,2903.1,26.8,5107.0,Tea
6631,2996.6,26.8,5518.0,Tea
6705,2996.6,37.0,4912.0,Tea
5876,2996.6,37.0,3830.0,Tea
326,3522.8,37.0,313547.0,Tea
6470,3522.8,38.0,2783.0,Tea
6709,3522.8,38.0,1533.0,Tea
6186,3729.8,38.0,1647.0,Tea
6503,3729.8,39.0,975.0,Tea
5220,3729.8,39.0,2.0,Tea
4677,2746.2,39.0,836.0,Tea
4803,2746.2,40.0,806.0,Tea
3739,2746.2,40.0,880.0,Tea
3529,3360.0,40.0,770.0,Paddy
3649,3360.0,41.0,395.0,Paddy
1374,3360.0,41.0,187.0,Paddy
1279,3605.4,41.0,187.0,Paddy
13283,3605.4,42.0,121.0,Paddy
52119,3605.4,42.0,103.0,Paddy
725,3512.4,42.0,71.0,Paddy
12885,3512.4,43.0,3961.0,Paddy
51179,3512.4,27.0,4247.0,Paddy
468,3296.0,27.0,3290.0,Paddy
11841,3296.0,27.0,3138.0,Paddy
50975,3296.0,27.0,3423.0,Paddy
206,3550.0,27.0,3899.0,Paddy
10922,3550.0,27.0,4015.0,Paddy
51390,3550.0,27.2,4279.0,Paddy
177,3654.0,27.2,4167.0,Groundnut
10723,3654.0,27.2,4479.0,Groundnut
51709,3654.0,27.0,3699.0,Groundnut
146,233.0,27.0,4904.0,Groundnut
10910,233.0,27.0,2821.0,Groundnut
51355,233.0,27.0,3472.0,Groundnut
160,234.0,27.0,3647.0,Groundnut
10912,234.0,27.0,393.0,Groundnut
51353,234.0,27.2,167.0,Groundnut
1279,3105.0,27.2,71.0,Groundnut
13283,3105.0,27.2,52.0,Groundnut
52119,3105.0,27.1,313547.0,Groundnut
725,236.0,27.1,2783.0,Groundnut
12885,236.0,27.1,1533.0,Groundnut
51179,2903.1,26.8,1647.0,Groundnut
468,2903.1,26.8,975.0,Blackgram
11841,2903.1,26.8,2.0,Blackgram
50975,2996.6,37.0,836.0,Blackgram
206,2996.6,37.0,806.0,Blackgram
10922,2996.6,37.0,880.0,Blackgram
51390,3522.8,38.0,770.0,Blackgram
177,3522.8,38.0,395.0,Blackgram
10723,3522.8,38.0,187.0,Blackgram
51709,3729.8,39.0,187.0,Blackgram
146,3729.8,39.0,121.0,Blackgram
10910,3729.8,39.0,103.0,Blackgram
51355,2746.2,40.0,71.0,Blackgram
160,2746.2,40.0,3961.0,Blackgram
10912,2746.2,40.0,4247.0,Blackgram
51353,3360.0,41.0,3290.0,Blackgram
1279,3360.0,41.0,3138.0,Cashew
13283,3360.0,41.0,3423.0,Cashew
52119,3605.4,42.0,3899.0,Cashew
725,3605.4,42.0,4015.0,Cashew
12885,3605.4,42.0,4279.0,Cashew
51179,3512.4,43.0,4167.0,Cashew
468,3512.4,43.0,4479.0,Cashew
11841,3512.4,128.0,3699.0,Cashew
50975,3296.0,129.0,4904.0,Cashew
206,3296.0,130.0,2821.0,Cashew
10922,3296.0,131.0,3472.0,Cashew
51390,3550.0,132.0,3647.0,Cashew
177,3550.0,133.0,393.0,Cashew
10723,3550.0,134.0,167.0,Cashew
51709,3654.0,135.0,71.0,Cashew
1279,3654.0,136.0,52.0,Coconut
13283,3654.0,137.0,2570.0,Coconut
52119,233.0,138.0,27170.0,Coconut
725,233.0,139.0,114744.0,Coconut
12885,233.0,140.0,1402.0,Coconut
51179,234.0,141.0,23456.0,Coconut
468,234.0,142.0,107809.0,Coconut
11841,234.0,143.0,1132.0,Coconut
50975,3105.0,144.0,23960.0,Coconut
206,3105.0,27.0,126487.0,Coconut
10922,3105.0,27.0,804.0,Coconut
51390,236.0,27.0,30362.0,Coconut
177,2903.1,27.0,124492.0,Coconut
10723,2903.1,27.0,792.0,Coconut
51709,2903.1,27.0,34153.0,Coconut
146,2996.6,27.2,2570.0,Coconut
10910,2996.6,27.2,27170.0,Ginger
51355,2996.6,27.2,114744.0,Ginger
160,3522.8,27.0,1402.0,Ginger
10912,3522.8,27.0,23456.0,Ginger
51353,3522.8,27.0,107809.0,Ginger
142,3729.8,27.0,1132.0,Ginger
10505,3729.8,27.0,23960.0,Ginger
51040,3729.8,27.0,126487.0,Ginger
154,2746.2,27.2,804.0,Ginger
10318,2746.2,27.2,30362.0,Ginger
48083,2746.2,27.2,124492.0,Ginger
143,3360.0,27.1,792.0,Ginger
9283,3360.0,27.1,34153.0,Ginger
47200,3360.0,27.1,132551.0,Ginger
158,3605.4,26.8,338.0,Ginger
8982,3605.4,26.8,22966.0,Coconut
46990,3605.4,26.8,131763.0,Coconut
103,3512.4,37.0,404.0,Coconut
8239,3512.4,37.0,24184.0,Coconut
44563,3512.4,37.0,124387.0,Coconut
96,3296.0,38.0,343.0,Coconut
6949,3296.0,38.0,23099.0,Coconut
44663,3296.0,38.0,117825.84,Coconut
110,3550.0,39.0,336.0,Coconut
6824,3550.0,39.0,22594.0,Coconut
43013,3550.0,39.0,116481.07,Coconut
95,3654.0,40.0,316.0,Coconut
6441,3654.0,40.0,21400.0,Coconut
4012,3654.0,40.0,122102.0,Coconut
4877,233.0,41.0,382.0,Coconut
4930,233.0,41.0,19578.0,Coconut
4954,233.0,41.0,121037.0,Coconut
5019,234.0,42.0,231.0,Coconut
5127,234.0,42.0,18951.0,Coconut
5174,234.0,42.0,110579.0,Coconut
5294,3105.0,43.0,221.0,Coconut
5474,3105.0,43.0,15362.0,Coconut
5864,3105.0,27.0,120373.0,Coconut
7028,236.0,27.0,291.0,Coconut
7403,236.0,27.0,17231.0,Coconut
7501,321.0,27.0,119359.0,Coconut
7714,3654.0,27.0,283.0,Coconut
7856,323.0,27.0,17690.0,Coconut
32,324.0,27.2,7157.0,Coconut
1,3105.0,27.2,8700.0,Coconut
30,326.0,27.2,41266.0,Coconut
6,327.0,27.0,8838.0,Coconut
15,328.0,27.0,8954.0,Coconut
4,2903.1,27.0,42915.0,Coconut
39,2903.1,27.0,9230.0,Coconut
6,2903.1,27.0,44313.0,Coconut
12,2996.6,27.0,45820.0,Coconut
3,2996.6,27.2,49084.0,Coconut
17,2996.6,27.2,86311.0,Coconut
3,3522.8,27.2,57642.0,Coconut
9,3522.8,27.1,58405.0,Coconut
21,3522.8,27.1,60751.0,Coconut
11,3729.8,27.1,109506.0,Coconut
4,3729.8,26.8,114.0,Coconut
15,3729.8,26.8,3.0,Coconut
8,2746.2,26.8,95.0,Coconut
29,2746.2,37.0,19.0,Coconut
1,2746.2,37.0,54.0,Coconut
13736,3360.0,37.0,13.0,Coconut
14003,3360.0,38.0,123.0,Coconut
14179,3360.0,38.0,19.0,Coconut
14319,3605.4,38.0,32.0,Coconut
14464,3605.4,39.0,8.0,Coconut
14876,3605.4,39.0,50.0,Coconut
14976,3512.4,39.0,10.0,Coconut
15009,3512.4,40.0,29.0,Coconut
15114,3512.4,40.0,44.0,Coconut
16224,3296.0,27.0,33.0,Coconut
17095,3296.0,27.0,14.0,Coconut
17512,3296.0,27.0,56.0,Coconut
17587,3550.0,27.0,26.0,Coconut
17771,3550.0,27.0,98.0,Coconut
17825,3550.0,27.0,3.0,Coconut
3147,3654.0,27.2,58637.0,Coconut
2578,3654.0,27.2,59777.0,Coconut
1591,3654.0,27.2,60528.0,Coconut
1298,233.0,27.0,61126.0,Coconut
4,233.0,27.0,623687.0,Coconut
1122,233.0,27.0,63504.0,Coconut
917,234.0,27.0,63931.0,Coconut
819,234.0,27.0,73730.0,Coconut
619,234.0,27.0,118416.0,Coconut
391,3105.0,27.2,130132.0,Coconut
211,3105.0,27.2,154889.0,Coconut
153,3105.0,27.2,171739.0,Coconut
111,236.0,27.1,172475.0,Coconut
76,236.0,27.1,177939.0,Coconut
53,2903.1,27.1,313547.0,Coconut
2688,2903.1,26.8,2783.0,Coconut
2311,2903.1,26.8,1533.0,Coconut
2188,2996.6,26.8,1647.0,Coconut
1998,2996.6,37.0,975.0,Coconut
2006,2996.6,37.0,2.0,Coconut
2034,3522.8,37.0,836.0,Coconut
2035,3522.8,38.0,806.0,Coconut
2074,3522.8,38.0,880.0,Coconut
2127,2903.1,38.0,770.0,Coconut
2090,2903.1,39.0,395.0,Coconut
2059,2903.1,39.0,187.0,Coconut
2050,2996.6,39.0,187.0,Coconut
1865,2996.6,40.0,121.0,Coconut
1841,2996.6,40.0,103.0,Coconut
1799,3522.8,40.0,71.0,Coconut
1468,3522.8,41.0,3961.0,Coconut
568,3522.8,41.0,4247.0,Coconut
407,3729.8,41.0,3290.0,Coconut
177,3729.8,42.0,3138.0,Coconut
51,3729.8,42.0,3423.0,Coconut
173,2746.2,42.0,3899.0,Coconut
201,2746.2,43.0,4015.0,Coconut
206,2746.2,43.0,4279.0,Coconut
243,3360.0,27.0,4167.0,Coconut
123,3360.0,27.0,4479.0,Coconut
82,3360.0,27.0,3699.0,Coconut
74,3605.4,27.0,4904.0,Coconut
18,3605.4,27.0,2821.0,Coconut
37,3605.4,27.0,3472.0,Coconut
35,3512.4,27.2,3647.0,Coconut
5974,3512.4,27.2,393.0,Coconut
6631,3512.4,27.2,167.0,Coconut
6705,3296.0,27.0,71.0,Coconut
5876,3296.0,27.0,52.0,Coconut
326,3296.0,27.0,12.0,Coconut
6470,3550.0,27.0,51.0,Coconut
1279,3550.0,27.0,61.0,Coconut
13283,3550.0,27.0,67.0,Coconut
52119,3654.0,27.2,62.0,Coconut
725,3654.0,27.2,32.0,Coconut
12885,3654.0,27.2,22.0,Coconut
51179,233.0,27.1,25.0,Coconut
468,233.0,27.1,4.0,Coconut
11841,233.0,27.1,9.0,Coconut
50975,234.0,26.8,12.0,Coconut
206,234.0,26.8,2089.0,Coconut
10922,234.0,26.8,2810.0,Coconut
51390,3105.0,37.0,841.0,Coconut
177,3105.0,37.0,3550.0,Coconut
10723,3105.0,37.0,109.0,Coconut
51709,236.0,38.0,3368.0,Coconut
146,236.0,38.0,3671.0,Coconut
10910,2903.1,38.0,2404.0,Coconut
51355,2903.1,39.0,2805.0,Cocoa
160,2903.1,39.0,2331.0,Cocoa
10912,2996.6,39.0,2088.0,Cocoa
51353,2996.6,40.0,2628.0,Cocoa
142,2996.6,40.0,1939.0,Cocoa
10505,3522.8,40.0,1871.0,Cocoa
51040,3522.8,41.0,1868.0,Coffee
154,3522.8,41.0,127919.0,Coffee
10318,2903.1,41.0,75340.0,Coffee
48083,2903.1,42.0,29170.0,Coffee
143,2903.1,42.0,1901.0,Coffee
9283,2996.6,42.0,972.0,Coffee
47200,2996.6,43.0,874.0,Coffee
158,2996.6,27.0,592.0,Coffee
8982,3522.8,27.0,864.0,Coffee
46990,3522.8,27.0,5373.0,Coffee
103,3522.8,27.0,6589.0,Coffee
8239,3729.8,27.0,5107.0,Coffee
44563,3729.8,27.0,5518.0,Coffee
96,3729.8,27.2,4912.0,Coffee
6949,2746.2,27.2,3830.0,Coffee
44663,2746.2,27.2,4.0,Cardamum
110,2746.2,27.0,9.0,Cardamum
6824,3360.0,27.0,12.0,Cardamum
43013,3360.0,27.0,2089.0,Cardamum
95,3360.0,27.0,2810.0,Cardamum
6441,3605.4,27.0,841.0,Cardamum
4012,3605.4,27.0,3550.0,Cardamum
4877,3605.4,27.2,109.0,Cardamum
4930,3512.4,27.2,3368.0,Cardamum
4954,3512.4,27.2,3671.0,Cardamum
5019,3512.4,27.1,2404.0,Cardamum
5127,3296.0,27.1,2805.0,Cardamum
5174,3296.0,27.1,2331.0,Cardamum
5294,3296.0,26.8,2088.0,Cardamum
5474,3550.0,26.8,2628.0,Cardamum
5864,3550.0,26.8,1939.0,Pepper
7028,3550.0,37.0,1871.0,Pepper
7403,3654.0,37.0,1868.0,Pepper
7501,3654.0,37.0,127919.0,Pepper
7714,3654.0,38.0,75340.0,Pepper
7856,233.0,38.0,29170.0,Pepper
32,233.0,38.0,1901.0,Pepper
1,233.0,39.0,972.0,Pepper
30,234.0,39.0,874.0,Pepper
6,234.0,39.0,592.0,Pepper
15,234.0,40.0,864.0,Pepper
4,3105.0,40.0,5373.0,Pepper
39,3105.0,40.0,6589.0,Pepper
6,3105.0,41.0,5107.0,Pepper
12,236.0,41.0,5518.0,Pepper
3,236.0,41.0,4912.0,Arecanut
17,2903.1,42.0,3830.0,Arecanut
3,2903.1,42.0,4.0,Arecanut
9,2903.1,42.0,9.0,Arecanut
21,2996.6,43.0,12.0,Arecanut
11,2996.6,43.0,2089.0,Arecanut
4,2996.6,128.0,2810.0,Arecanut
15,3522.8,129.0,841.0,Arecanut
8,3522.8,130.0,3550.0,Arecanut
29,3522.8,131.0,109.0,Arecanut
1,2903.1,132.0,3368.0,Arecanut
13736,2903.1,133.0,3671.0,Arecanut
14003,2903.1,134.0,2404.0,Arecanut
14179,2996.6,135.0,2805.0,Arecanut
14319,2996.6,136.0,2331.0,Arecanut
14464,2996.6,137.0,2088.0,Ginger
14876,3522.8,138.0,2628.0,Ginger
14976,3522.8,139.0,1939.0,Ginger
15009,3522.8,140.0,1871.0,Ginger
15114,3729.8,141.0,1868.0,Ginger
16224,3729.8,142.0,127919.0,Ginger
17095,3729.8,143.0,75340.0,Ginger
17512,2746.2,144.0,29170.0,Ginger
17587,2746.2,145.0,1901.0,Ginger
17771,2746.2,146.0,972.0,Ginger
17825,3360.0,147.0,874.0,Ginger
3147,3360.0,148.0,592.0,Ginger
2578,3360.0,149.0,864.0,Ginger
1591,3605.4,150.0,5373.0,Ginger
1298,3605.4,151.0,6589.0,Ginger
4,2903.1,152.0,5107.0,Tea
1122,2903.1,153.0,5518.0,Tea
917,2903.1,154.0,4912.0,Tea
819,2996.6,155.0,3830.0,Tea
619,2996.6,156.0,313547.0,Tea
391,2996.6,157.0,2783.0,Tea
211,3522.8,158.0,1533.0,Tea
153,3522.8,159.0,1647.0,Tea
111,3522.8,160.0,975.0,Tea
76,3729.8,161.0,2.0,Tea
53,2903.1,162.0,836.0,Tea
2688,2903.1,163.0,806.0,Tea
2311,2903.1,164.0,880.0,Tea
2188,2996.6,165.0,770.0,Tea
1998,2996.6,166.0,395.0,Tea
2006,2996.6,167.0,187.0,Paddy
2034,3522.8,168.0,187.0,Paddy
2035,3522.8,169.0,121.0,Paddy
2074,3522.8,170.0,103.0,Paddy
2127,3729.8,171.0,71.0,Paddy
2090,3729.8,172.0,3961.0,Paddy
2059,3729.8,173.0,4247.0,Paddy
2050,2746.2,174.0,3290.0,Paddy
1865,2746.2,175.0,3138.0,Paddy
1841,2746.2,176.0,3423.0,Paddy
1799,3360.0,177.0,3899.0,Paddy
1468,3360.0,178.0,4015.0,Paddy
568,3360.0,179.0,4279.0,Paddy
407,3605.4,180.0,4167.0,Paddy
177,3605.4,181.0,4479.0,Paddy
51,3605.4,182.0,3699.0,Groundnut
173,3512.4,183.0,4904.0,Groundnut
201,3512.4,184.0,2821.0,Groundnut
206,3512.4,185.0,3472.0,Groundnut
243,3296.0,186.0,3647.0,Groundnut
123,3296.0,187.0,393.0,Groundnut
82,3296.0,188.0,167.0,Groundnut
74,3550.0,189.0,71.0,Groundnut
18,3550.0,190.0,52.0,Groundnut
37,3550.0,191.0,313547.0,Groundnut
35,3654.0,192.0,2783.0,Groundnut
5974,3654.0,193.0,1533.0,Groundnut
6631,3654.0,194.0,1647.0,Groundnut
6705,233.0,195.0,975.0,Groundnut
5876,233.0,196.0,2.0,Groundnut
326,233.0,197.0,836.0,Blackgram
6470,234.0,198.0,806.0,Blackgram
1279,234.0,199.0,880.0,Blackgram
13283,234.0,200.0,770.0,Blackgram
52119,3105.0,201.0,395.0,Blackgram
725,3105.0,202.0,187.0,Blackgram
12885,3105.0,203.0,187.0,Blackgram
51179,236.0,204.0,121.0,Blackgram
468,236.0,205.0,103.0,Blackgram
11841,2903.1,206.0,71.0,Blackgram
50975,2903.1,207.0,3961.0,Blackgram
206,2903.1,208.0,4247.0,Blackgram
10922,2996.6,209.0,3290.0,Blackgram
51390,2996.6,210.0,3138.0,Blackgram
177,2996.6,211.0,3423.0,Blackgram
10723,3522.8,212.0,3899.0,Cashew
51709,3522.8,213.0,4015.0,Cashew
146,3522.8,214.0,4279.0,Cashew
10910,3729.8,215.0,4167.0,Cashew
51355,3729.8,216.0,4479.0,Cashew
160,3729.8,217.0,3699.0,Cashew
10912,2746.2,218.0,4904.0,Cashew
51353,2746.2,219.0,2821.0,Cashew
142,2746.2,220.0,3472.0,Cashew
10505,3360.0,221.0,3647.0,Cashew
51040,3360.0,222.0,393.0,Cashew
154,3360.0,27.0,167.0,Cashew
10318,3605.4,27.0,71.0,Cashew
48083,3605.4,27.0,52.0,Cashew
143,3605.4,27.0,2570.0,Cashew
9283,3512.4,27.0,27170.0,Coconut
47200,3512.4,27.2,114744.0,Coconut
158,3512.4,27.2,1402.0,Coconut
8982,3296.0,27.2,23456.0,Coconut
46990,3296.0,27.0,107809.0,Coconut
103,3296.0,27.0,1132.0,Coconut
8239,3550.0,27.0,23960.0,Coconut
44563,3550.0,27.0,126487.0,Coconut
96,3550.0,27.0,804.0,Coconut
